review_id,productID,userID,opinion_lexicon_withoutSW_DT_IN,nltk_withoutSW_DT_IN,afinn_withoutSW_DT_IN,afinn_handling_negation,final_score
252,B000063W1R,A2AZOD3HG2EL5N,1,1,1,1,1
253,B000063W1R,A2GMUNBN9HKRZS,1,1,1,-1,1
254,B000063W1R,A37J2XO8DNJU5U,1,1,1,1,1
255,B000063W1R,A2A3L2QLRWD5F4,1,1,1,1,1
256,B000063W1R,AVRA2OVCB1K5I,1,1,1,1,1
257,B000063W1R,AT7DYVPTAY36C,1,1,1,1,1
258,B000063W1R,A1VQNX0TFZZPCD,1,1,1,1,1
259,B000063W1R,ADLN37B0153N,-1,1,1,1,1
260,B000063W1R,A1EI65WJC85U68,1,1,1,-1,1
261,B000063W1R,A87RT63V7SMD3,-1,-1,-1,-1,-1
262,B000063W1R,A3S3HYKVSZKFNF,1,1,1,1,1
263,B000063W1R,A3TI9JJG07FY3U,1,1,1,1,1
264,B000063W1R,A37GQ47VYV6Z3T,1,1,1,1,1
265,B000063W1R,A2J39S4NZE4R40,1,1,1,1,1
266,B000063W1R,A1PILMASEE483C,1,1,1,1,1
267,B000063W1R,AEP7IR7KT2UIA,1,1,1,1,1
268,B000063W1R,A15XXOVX6ZNNRO,1,1,1,1,1
269,B000063W1R,A17FLA8HQOFVIG,0,1,1,0,0
270,B000063W1R,AJFX9A874WWHI,-1,-1,-1,-1,-1
271,B000063W1R,A141HP4LYPWMSR,1,1,1,1,1
272,B000063W1R,AOVJYIUATQKR5,1,1,1,1,1
273,B000063W1R,A3PVJSJT8JZUAC,1,1,1,1,1
274,B000063W1R,A1K5KYE4MNQXG,1,1,1,1,1
275,B000063W1R,A3OI841P5R6FCH,0,1,1,1,1
276,B000063W1R,ADX5JX5LKLC22,1,1,1,1,1
277,B000063W1R,A2R93V4Q29O83N,1,1,1,0,1
278,B000063W1R,A1PO10SDIYHOMJ,0,1,1,-1,1
279,B000063W1R,A33N2SW8DMY4ZZ,-1,1,1,1,1
280,B000063W1R,A2RWH9TYO412RC,1,-1,-1,-1,-1
281,B000063W1R,A3GGH1ZRO1X6AN,-1,1,-1,-1,-1
282,B000063W1R,AYDMO7GMLIQJ3,-1,-1,0,0,0
283,B000063W1R,A2YMUM79BAB0TF,0,1,1,-1,1
284,B000063W1R,A6XTOZKDV7X94,1,1,1,1,1
285,B000063W1R,AZS4LNQFPHPZL,1,1,1,1,1
286,B000063W1R,A1QQPIUXWD4G0Z,1,1,1,1,1
287,B000063W1R,A2NHDJD281DRHM,1,1,1,1,1
288,B000063W1R,A205217DOX0SCR,1,1,1,1,1
289,B000063W1R,A3PU5P5DWN5OOZ,1,1,1,1,1
290,B000063W1R,A898P4CKWFLTT,-1,-1,-1,-1,-1
291,B000063W1R,AIDZDBQXIB0SE,1,1,1,-1,1
292,B000063W1R,A15S44J4NHU4LS,-1,-1,-1,-1,-1
293,B000063W1R,A21ZR0P46CLQTE,-1,-1,-1,-1,-1
294,B000063W1R,A303AOOHDU1VZ2,-1,-1,-1,-1,-1
295,B000063W1R,A2MMIZ653FBNPT,-1,-1,-1,-1,-1
296,B000063W1R,A2DRCJ1YOFTZKK,1,1,1,1,1
297,B000063W1R,A1XFGXKWNL752X,1,1,1,1,1
298,B000063W1R,A2NNTNC715AJ50,1,1,1,1,1
299,B000063W1R,A1VNKHD87ZGMQE,-1,-1,-1,1,-1
300,B000063W1R,A3JJA7N685ASZG,1,1,1,-1,1
301,B000063W1R,A1ERZIZ48CBCSB,1,1,1,1,1
302,B000063W1R,A1N8K1X0OLLADY,1,1,1,1,1
303,B000063W1R,A3UBWCLVJ6WN2V,1,1,1,1,1
304,B000063W1R,AYG1U47VFZ165,0,1,1,1,1
305,B000063W1R,A1VP82VQ411AHH,1,1,1,1,1
306,B000063W1R,A21QS6KC7OZ5F4,1,1,1,1,1
307,B000063W1R,AFPJRGS99VU8P,1,1,1,1,1
308,B000063W1R,A3KZWXHLEMAZID,-1,1,0,0,0
309,B000063W1R,AJUDAZVU7UMJC,1,1,1,1,1
310,B000063W1R,A1G4B9IY8WU9ES,1,1,1,1,1
311,B000063W1R,A18SC0K2OUTGFF,0,1,1,1,1
312,B000063W1R,AZC67HZXX5EQ1,1,1,1,1,1
313,B000063W1R,A3DR96TWTYQBIB,0,1,1,1,1
314,B000063W1R,AFQ1KU9Z93PES,0,1,1,1,1
315,B000063W1R,A3NNV90ZY500DK,0,-1,1,-1,-1
316,B000063W1R,A3JLOIXFM75QNV,1,1,0,1,1
317,B000063W1R,A2NTNKFWSU5K7R,1,1,1,1,1
318,B000063W1R,A5711PC5T465W,1,1,1,1,1
319,B000063W1R,A12PNLQL3E6W4C,1,1,1,1,1
320,B000063W1R,A3UJJGY799F76I,1,1,1,1,1
321,B000063W1R,A3BVH10DSPW8YO,0,1,1,1,1
322,B000063W1R,ANE9HHP1P8LEP,1,1,1,1,1
323,B000063W1R,AGKMDWGVABVH,-1,1,1,1,1
324,B000063W1R,A27RJ30RN5K9MX,1,1,1,1,1
325,B000063W1R,ASIDGLECI96TG,1,1,1,1,1
326,B000063W1R,A26DX7HHQ7EM60,0,1,0,0,0
327,B000063W1R,A1U15OYLAI4DD3,1,1,1,0,1
328,B000063W1R,A34F4ZL5HE99AT,-1,-1,-1,-1,-1
329,B000063W1R,A1Q44JC73WF03N,1,1,1,-1,1
330,B000063W1R,A2UAQ4AB1XU623,-1,1,1,1,1
331,B000063W1R,A32AK8FOAZEPE2,-1,-1,-1,-1,-1
332,B000063W1R,AIQ2YYD0AU151,1,-1,1,1,1
333,B000063W1R,AVBFGFL4E7JHF,1,1,1,1,1
334,B000063W1R,A3QLZ79JF6R1A4,-1,1,1,1,1
335,B000063W1R,A2NJO6YE954DBH,1,1,1,1,1
336,B000063W1R,AY99WNAYRUIFC,1,1,1,1,1
337,B000063W1R,A1KBEHXGW71JDO,-1,1,1,-1,-1
338,B000063W1R,A3UP5OPI1HA6WS,1,1,1,1,1
339,B000063W1R,A36TASDZP9B4R6,1,1,1,1,1
340,B000063W1R,A3J510E9W1CJ1K,-1,-1,0,-1,-1
341,B000063W1R,A1GVLNWPIGLICW,1,1,1,1,1
342,B000063W1R,AON6QJ88F2ARM,0,1,1,1,1
343,B000063W1R,A2VLH0R0UP9ULJ,-1,-1,-1,-1,-1
344,B000063W1R,ASUEUK3RMFZHR,1,1,0,0,0
345,B000063W1R,A2NK3PX0BLER6M,1,1,1,1,1
346,B000063W1R,A2ZYB2S79GU5WL,1,1,1,1,1
347,B000063W1R,A2D4RUMDYEF0S5,0,1,1,1,1
348,B000063W1R,A2AW4A1E87R9UH,0,1,0,0,0
349,B000063W1R,AQ01Q3070LT29,-1,-1,-1,-1,-1
350,B000063W1R,A2YWGP8UUU66SQ,-1,-1,-1,-1,-1
351,B000063W1R,A1HBXCEAW5FEBJ,0,1,1,1,1
352,B000063W1R,A2AFM0SLLFPSJ1,1,1,1,1,1
353,B000063W1R,A2887J6P8VPB5H,-1,1,-1,-1,-1
354,B000063W1R,A3I3UF46UWQJFU,1,1,1,1,1
355,B000063W1R,A2FRKEXDXDN1KI,1,1,1,1,1
356,B000063W1R,A2AVV9LV9UXT6F,1,1,1,1,1
357,B000063W1R,A2ZDBOE1KHVHRA,1,1,1,1,1
358,B000063W1R,A1YVPBDG2OFMD2,1,1,1,1,1
359,B000063W1R,A14NA0W8ESGDSI,1,1,1,1,1
360,B000063W1R,A1KMDI5N5ZT85T,1,1,1,1,1
361,B000063W1R,A3NPQO93S1ENI8,0,1,0,0,0
362,B000063W1R,A10ODC971MDHV8,1,1,1,1,1
363,B000063W1R,AI0P5DBIEN5RT,1,1,1,1,1
364,B000063W1R,A7415KR7WH7CX,1,1,1,1,1
365,B000063W1R,A13F8LV1XX4UHQ,1,1,1,1,1
366,B000063W1R,AD8CNMZFHUN1D,1,1,1,1,1
367,B000063W1R,A2SPHTIPK9IKDQ,1,1,1,1,1
368,B000063W1R,A37IL8B2RL95PL,-1,1,-1,-1,-1
369,B000063W1R,A2GRC6IJRA7W4H,1,1,1,1,1
370,B000063W1R,A3760PCQD2MPIO,1,1,1,1,1
371,B000063W1R,AMI43JPFFO2TN,0,-1,-1,-1,-1
372,B000063W1R,AEM0D3OFOR9RQ,1,1,1,1,1
373,B000063W1R,A3EXIM9H3PLDX9,1,1,1,1,1
374,B000063W1R,A2BN2CP2LDD8QJ,1,1,1,1,1
375,B000063W1R,A2CBIB1NYHOH87,1,1,1,-1,1
376,B000063W1R,A25AXWGBGJ5KBS,1,1,1,1,1
377,B000063W1R,A2UBFC3U1ZU7C8,1,1,1,1,1
378,B000063W1R,A2D6TWLYZ0Z6O9,1,1,1,1,1
379,B000063W1R,A3BXC8JS7FNH0Y,1,1,1,1,1
380,B000063W1R,A6EGKP0KY5B1A,-1,-1,-1,-1,-1
381,B000NDFLWG,A3GYVMUS7SSDFW,1,1,1,-1,1
382,B000NDFLWG,AJYGQV81FSFE2,-1,1,-1,-1,-1
383,B000NDFLWG,A39F5HLWQEZD7E,1,1,1,1,1
384,B000NDFLWG,A21SBJ6QU1C4IX,-1,1,-1,-1,-1
385,B000NDFLWG,APX3HA2INR9QM,-1,-1,-1,0,-1
386,B000NDFLWG,AR2ZNBYLIUYQ6,-1,-1,-1,-1,-1
387,B000NDFLWG,A1TK6WNUIAEQRU,0,-1,-1,-1,-1
388,B000NDFLWG,A37FUJC2L7DSPT,-1,1,-1,1,-1
389,B000NDFLWG,A18LC2UPXD4DZ9,-1,-1,-1,-1,-1
390,B000NDFLWG,A1LMZB5FVKBKPB,-1,1,1,1,1
391,B000NDFLWG,A85KCC7MZQ7GB,-1,1,-1,-1,-1
392,B000NDFLWG,A2JECU4P2NP7YA,1,1,-1,-1,-1
393,B000NDFLWG,A35LEV42ZRPUHR,0,-1,0,0,0
394,B000NDFLWG,A39HF4IVF4LRHD,1,1,-1,1,1
395,B000NDFLWG,APTVTG9K46GE0,0,1,1,1,1
396,B000NDFLWG,A53S8VVT1IHA7,-1,1,-1,-1,-1
397,B000NDFLWG,A1JR2MV0G2BYXO,-1,-1,0,1,-1
398,B000WI23KA,A1RBMOHIBUBC4U,1,-1,0,-1,-1
399,B000WI23KA,A1GHO6BR5J0NHX,1,1,1,1,1
400,B000WI23KA,A1R0VUVAIDXKOT,1,1,1,1,1
401,B000WI23KA,A5QDZTTB2R1Q2,1,1,1,1,1
402,B000WI23KA,A1IO6CH22LIMT1,1,1,1,1,1
403,B000WI23KA,APV42WWCRYX5U,-1,-1,-1,-1,-1
404,B008FPU7AA,A196IMI8WKWDFK,-1,1,1,1,1
405,B008FPU7AA,A62OMGKSVPZZU,-1,1,1,1,1
406,B008FPU7AA,A1J03J0HZ7KU5T,1,1,1,1,1
